Format Version,1.0,
Take Name,clement_squatlifitng1,
Capture Frame Rate,100.00,
Export Frame Rate,100.00,
Capture Start Time,20 Dec 1969 10:09:46 +0100,
Total Frames In Take,6995,
Total Exported Frames,6995,
Coordinate Space,Local,
Device Name,AMTI 12073M,
Device Type,2,
Device Channel Count,6,
Mocap Rate,100.00,
Mocap Rate Multiple,1.00,

PlateLength,15.750000,
PlateWidth,23.620000,
PlateOrder,1,
PosX_PosY_X,0.400090,
PosX_PosY_Y,-0.000078,
PosX_PosY_Z,0.600489,
NegX_PosY_X,0.000039,
NegX_PosY_Y,-0.000043,
NegX_PosY_Z,0.600698,
NegX_NegY_X,-0.000002,
NegX_NegY_Y,-0.000010,
NegX_NegY_Z,-0.000014,
PosX_NegY_X,0.400050,
PosX_NegY_Y,-0.000046,
PosX_NegY_Z,-0.000223,
Offset_X,0.000000,
Offset_Y,0.000000,
Offset_Z,0.000000


MocapFrame, MocapTime, DeviceFrame, Fx, Fy, Fz, Mx, My, Mz, Cx, Cy, Cz
132,1.320000,132,-4.595947,-12.065918,728.468750,-13.923828,-60.794922,6.647217,0.083456,-0.019114,0.000000
133,1.330000,133,-4.594971,-11.974609,728.468750,-14.062500,-60.759766,6.704102,0.083408,-0.019304,0.000000
134,1.340000,134,-4.218750,-11.523438,728.093750,-13.718750,-60.601563,6.644775,0.083233,-0.018842,0.000000
135,1.350000,135,-4.404785,-11.977539,727.750000,-13.611328,-60.535156,6.721436,0.083181,-0.018703,0.000000
136,1.360000,136,-4.129883,-11.524414,730.625000,-13.853516,-60.632813,6.628418,0.082988,-0.018961,0.000000
137,1.370000,137,-4.397461,-11.155762,730.281250,-13.459961,-60.570313,6.683350,0.082941,-0.018431,0.000000
138,1.380000,138,-3.665161,-11.173828,732.093750,-13.549805,-60.580078,6.701660,0.082749,-0.018508,0.000000
139,1.390000,139,-4.393555,-11.438477,733.156250,-13.357910,-60.609375,6.759033,0.082669,-0.018220,0.000000
140,1.400000,140,-4.107910,-10.985840,732.437500,-13.104004,-60.523438,6.816895,0.082633,-0.017891,0.000000
141,1.410000,141,-3.927490,-11.170410,730.625000,-13.053223,-60.150391,6.608154,0.082327,-0.017866,0.000000
142,1.420000,142,-4.376709,-10.799805,730.625000,-13.293945,-60.134766,6.665039,0.082306,-0.018195,0.000000
143,1.430000,143,-4.641113,-10.887695,730.625000,-12.655762,-59.923828,6.777588,0.082017,-0.017322,0.000000
144,1.440000,144,-4.908936,-10.519043,730.968750,-12.580078,-59.976563,6.720947,0.082051,-0.017210,0.000000
145,1.450000,145,-5.174805,-10.797852,730.281250,-12.388672,-59.617188,6.836426,0.081636,-0.016964,0.000000
146,1.460000,146,-5.443115,-10.612305,727.343750,-12.262207,-59.302734,6.723389,0.081533,-0.016859,0.000000
147,1.470000,147,-5.704590,-10.334961,729.156250,-11.954590,-59.242188,6.800049,0.081248,-0.016395,0.000000
148,1.480000,148,-5.424805,-10.429199,728.812500,-11.725586,-59.158203,6.778564,0.081171,-0.016089,0.000000
149,1.490000,149,-6.326172,-9.870605,730.625000,-11.517578,-59.302734,6.740479,0.081167,-0.015764,0.000000
150,1.500000,150,-6.141846,-9.781738,727.000000,-11.568359,-59.185547,6.664795,0.081411,-0.015912,0.000000
151,1.510000,151,-6.314453,-9.687988,728.437500,-11.254883,-58.970703,6.722656,0.080955,-0.015451,0.000000
152,1.520000,152,-5.759521,-9.430176,729.156250,-10.948242,-58.843750,6.704102,0.080701,-0.015015,0.000000
153,1.530000,153,-5.853760,-9.702637,729.906250,-11.073242,-58.804688,6.723145,0.080565,-0.015171,0.000000
154,1.540000,154,-5.758301,-9.239258,729.906250,-10.864746,-58.988281,6.720215,0.080816,-0.014885,0.000000
155,1.550000,155,-6.212646,-9.333008,730.968750,-10.814941,-58.822266,6.701172,0.080472,-0.014795,0.000000
156,1.560000,156,-6.211182,-9.150391,731.343750,-10.730957,-59.005859,6.910645,0.080681,-0.014673,0.000000
157,1.570000,157,-5.839111,-9.063965,731.687500,-10.417480,-58.808594,6.758789,0.080374,-0.014238,0.000000
158,1.580000,158,-5.556396,-8.885254,731.343750,-10.244629,-58.613281,6.683594,0.080145,-0.014008,0.000000
159,1.590000,159,-5.839111,-9.063965,731.343750,-10.190918,-58.917969,6.759277,0.080561,-0.013935,0.000000
160,1.600000,160,-5.919678,-8.880371,732.437500,-10.016602,-58.701172,6.645264,0.080145,-0.013676,0.000000
161,1.610000,161,-6.189697,-8.694336,732.437500,-10.204102,-58.677734,6.835693,0.080113,-0.013932,0.000000
162,1.620000,162,-5.646973,-8.792480,732.781250,-10.065918,-58.730469,6.740967,0.080147,-0.013737,0.000000
163,1.630000,163,-5.375732,-8.978516,729.906250,-9.789063,-58.720703,6.738525,0.080450,-0.013411,0.000000
164,1.640000,164,-6.100098,-8.877930,730.968750,-9.881348,-58.748047,6.760010,0.080370,-0.013518,0.000000
165,1.650000,165,-5.919678,-8.971191,730.625000,-9.877930,-58.849609,6.740967,0.080547,-0.013520,0.000000
166,1.660000,166,-6.098389,-8.695801,731.343750,-9.979004,-58.638672,6.779541,0.080179,-0.013645,0.000000
167,1.670000,167,-6.006836,-8.605469,731.343750,-9.801758,-58.634766,6.814697,0.080174,-0.013402,0.000000
168,1.680000,168,-6.193359,-9.150391,730.250000,-9.872070,-58.568359,6.760742,0.080203,-0.013519,0.000000
169,1.690000,169,-6.645996,-9.144531,729.500000,-9.826660,-58.511719,6.646729,0.080208,-0.013470,0.000000
170,1.700000,170,-6.280273,-9.514648,732.062500,-9.766113,-58.572266,6.719238,0.080010,-0.013341,0.000000
171,1.710000,171,-6.283936,-9.149414,730.250000,-9.916992,-58.755859,6.760254,0.080460,-0.013580,0.000000
172,1.720000,172,-6.285645,-9.423340,728.093750,-9.771973,-58.572266,6.719971,0.080446,-0.013421,0.000000
173,1.730000,173,-5.834473,-9.520020,729.906250,-9.767578,-58.589844,6.719727,0.080270,-0.013382,0.000000
174,1.740000,174,-6.194336,-9.232910,729.906250,-9.776855,-58.822266,6.699951,0.080589,-0.013395,0.000000
175,1.750000,175,-6.110596,-9.143066,729.156250,-9.871582,-59.001953,6.756836,0.080918,-0.013538,0.000000
176,1.760000,176,-5.663086,-9.604980,730.250000,-9.944824,-59.019531,6.702148,0.080821,-0.013618,0.000000
177,1.770000,177,-5.667969,-10.061035,730.625000,-10.062500,-59.128906,6.759277,0.080929,-0.013772,0.000000
178,1.780000,178,-5.665039,-9.787598,730.250000,-10.163574,-59.054688,6.740234,0.080869,-0.013918,0.000000
179,1.790000,179,-5.582520,-9.697266,731.343750,-10.257324,-59.306641,6.739258,0.081093,-0.014025,0.000000
180,1.800000,180,-5.582764,-9.697266,731.687500,-10.346191,-59.490234,6.643311,0.081306,-0.014140,0.000000
181,1.810000,181,-5.582275,-9.697266,730.625000,-10.211914,-59.380859,6.758301,0.081274,-0.013977,0.000000
182,1.820000,182,-5.583496,-9.871094,729.156250,-10.160156,-59.527344,6.853760,0.081639,-0.013934,0.000000
183,1.830000,183,-5.322510,-10.057617,729.906250,-10.423828,-59.482422,6.681885,0.081493,-0.014281,0.000000
184,1.840000,184,-5.325684,-10.331055,730.625000,-10.503418,-59.626953,6.643066,0.081611,-0.014376,0.000000
185,1.850000,185,-5.051514,-10.151855,729.906250,-10.602051,-59.617188,6.681152,0.081678,-0.014525,0.000000
186,1.860000,186,-5.323242,-10.148438,729.531250,-10.556641,-59.591797,6.681152,0.081685,-0.014470,0.000000
187,1.870000,187,-5.139404,-9.968262,728.812500,-10.563965,-59.693359,6.681152,0.081905,-0.014495,0.000000
188,1.880000,188,-4.972168,-10.518066,727.750000,-10.770020,-59.652344,6.661865,0.081968,-0.014799,0.000000
189,1.890000,189,-4.702637,-10.612793,730.281250,-10.584473,-59.859375,6.699463,0.081968,-0.014494,0.000000
190,1.900000,190,-4.881104,-10.427734,728.468750,-10.773438,-59.832031,6.680908,0.082134,-0.014789,0.000000
191,1.910000,191,-5.061523,-10.334473,729.156250,-10.775879,-59.984375,6.775391,0.082265,-0.014779,0.000000
192,1.920000,192,-4.704590,-10.147949,727.343750,-10.692871,-60.078125,6.565674,0.082599,-0.014701,0.000000
193,1.930000,193,-4.616211,-10.331543,727.750000,-10.731445,-60.111328,6.680176,0.082599,-0.014746,0.000000
194,1.940000,194,-4.712646,-10.786621,729.156250,-10.758789,-60.224609,6.660645,0.082595,-0.014755,0.000000
195,1.950000,195,-4.533203,-10.879883,730.625000,-10.889160,-60.251953,6.622070,0.082466,-0.014904,0.000000
196,1.960000,196,-4.529541,-10.606445,729.156250,-10.900391,-60.326172,6.679199,0.082734,-0.014949,0.000000
197,1.970000,197,-4.439697,-10.698730,729.187500,-10.988281,-60.322266,6.736328,0.082725,-0.015069,0.000000
198,1.980000,198,-4.437012,-10.516113,728.093750,-10.950195,-60.322266,6.697998,0.082850,-0.015040,0.000000
199,1.990000,199,-3.905884,-10.796875,729.906250,-10.848145,-60.591797,6.697510,0.083013,-0.014862,0.000000
200,2.000000,200,-4.087891,-10.877441,729.531250,-11.206543,-60.671875,6.775879,0.083166,-0.015361,0.000000
201,2.010000,201,-3.723755,-10.708008,729.906250,-11.033691,-60.439453,6.830811,0.082804,-0.015117,0.000000
